Item Item DOI,question_text
10.21019/qna-901363,You are helping to develop an alert within your health system’s electronic health record aimed at reducing the number of medication related events due to drug interactions with statins. Which of the following drug pairs would be appropriate to design a drug interaction alert for?
10.21019/qna-901364,"You are asked to develop a screening program to help identify patients at risk of developing hyperlipidemia, with the goal of reducing the rate of cardiovascular events. Which of the following populations would be the most appropriate to target for this screening?"
10.21019/qna-901365,A local cardiovascular health clinic has teamed with a community pharmacy to identify patients who could benefit from screening for drug induced hypertriglyceridemia. Patients taking which of the following medications should be included in this service: I. Lithium II. Isotretinoin III. Olanzapine IV. Spironolactone
10.21019/qna-901366,Which of the following matches the hormone responsible for the dysfunction with endocrine disorder?
10.21019/qna-901367,Which of the following instructions should be given to the patient taking mitotane?
10.21019/qna-901368,Which of the following drug should follow a special handling for hazardous drug? Mark all that apply.
10.21019/qna-901369,You are a pharmacist that practice under collaborative practice agreement with prescriptive authority at family medicine clinic. You are providing a comprehensive medication management and have a patient who has been taking levothyroxine without any lab monitoring. Last lab was drawn 2 years ago. The patient has been taking the same dose. What would be the most appropriate step to take first?
10.21019/qna-901370,"A patient was recently discharged from the hospital with a new diagnosis of hypothyroidism. The patient was prescribed with levothyroxine. However, the patient has not started that medication but instead, is trying to manage the thyroid problem by taking iodine supplements. You are assigned to this patient to provide transition of care. Which of the following action should you take?"
10.21019/qna-901371,"A medical team is consulting you for a patient with type 2 DM who is about to be discharged with a new medication. Home medications include glyburide, metformin, and actos. Which of the following best describes activities that you as a pharmacist would be performing, as part of transition of care?"
10.21019/qna-901372,Which of the following is true regarding levothyroxine administration?
10.21019/qna-901373,A community pharmacy may use tax free alcohol to compound prescription orders for patients if they purchase it from an authorized retail or wholesale outlet.
10.21019/qna-901374,Which of the following is correct regarding the provisions of OBRA-90 (Omnibus Budget Reconciliation Act of 1990)?
10.21019/qna-901375,"Under the federal Controlled Substances Act, which prescription is the last to expire?"
10.21019/qna-901376,"Under the Federal Controlled Substances Act, a DEA inspector must obtain which of the following if she wants to enter a DEA registrant’s controlled premises without the registrant’s consent?"
10.21019/qna-901377,"At a mail order pharmacy, a pharmacist is repackaging atenolol 50 mg from the bulk commercial container. The expiration date on the bulk container is June 2019. What should be the expiration date placed on the repackaged product if it is filled on November 1st, 2018?"
10.21019/qna-901378,"Each person registered or authorized to maintain and/or detoxify controlled substance users in a narcotic treatment program (NTP), including those in a mobile NTP, shall maintain all of the following information for each narcotic controlled substance dispensed, except:"
10.21019/qna-901379,Which of the following OTC supplements can cause constipation?
10.21019/qna-901380,"A nurse calls the pharmacy at an infusion center asking if there are any pre-medications that should be given with infliximab. Of the following, which of the following are listed as pre-medication options in the package insert. I. Acetaminophen, II. Ibuprofen, III. Diphenhydramine, IV. Cetirizine, V. Hydrocortisone"
10.21019/qna-901381,"In a patient receiving natalizumab for the first time, how long does the patient need to be observed for after the infusion is complete?"
10.21019/qna-901382,A transitions of care pharmacist is developing a PPI deprescribing protocol to try to prevent the number of patients inappropriately discharged on PPI therapy. Patients prescribed a PPI for which of the following reasons should be included in the initiative?
10.21019/qna-901383,A community pharmacist has partnered with a local GI clinic to develop a collaborative practice agreement that would allow the pharmacist to test for and treat uncomplicated H. Pylori infections. Which of the following diagnostic tests should be included in the protocol?
10.21019/qna-901384,A patient at a GI clinic was recently diagnosed with tardive dyskinesia after being treated for gastroparesis with metoclopramide for the last year. The health systems pharmacy along with informaticists are tasked with developing a safe guard within the electronic health record to try to prevent further cases of metoclopramide associated TD. Which of the following interventions would be most appropriate?
10.21019/qna-901385,Which of the following statement(s) represent(s) the unique clinical features of dementia with Lewy bodies? I. Mild parkinsonism II. Language difficulty III. Visual hallucinations IV. Prominent personality changes
10.21019/qna-901386,Which of the following would be an INCORRECT counseling point when it comes to using rivastigmine patch?
10.21019/qna-901387,Which of the following is true in regards to the preparation and administration of aducanumab (Aduhelm)?
10.21019/qna-901388,MK is an 70-year-old patient who has received their first pneumococcal vaccine (PCV15) today. What are the next steps MK should take to complete the vaccination series?
10.21019/qna-901389,KH is an 72-year-old female who is currently smokes cigarettes and has had a hysterectomy with removal of the cervix. Which screening test(s) is/are recommended given KH’s history? I. Colorectal cancer screening II. Lung cancer screening III. Breast cancer screening IV. Cervical cancer screening
10.21019/qna-901390,In which of the following situations should the shingles vaccine be offered to patients 50 years and older?
10.21019/qna-901391,A patient is currently receiving bumetanide 2mg PO TID. What is their current total daily dose in furosemide mg equivalents?
10.21019/qna-901392,"If a patient is on a stable ACEi regimen of Enalapril 10mg PO twice daily, what would be the appropriate initial dose to start of Entresto?"
10.21019/qna-901393,"If a patient is on a stable dose of furosemide 40mg IV twice daily in the hospital and is getting ready for discharge, what would be the direct oral furosemide dose conversion?"
10.21019/qna-901394,A patient’s first echogardiography shows that the ejection fraction is between 41-49%. What is the appropriate classification of this patient’s heart failure?
10.21019/qna-901395,Which of the following statements regarding metabolism and excretion of SGLT2 inhibitors is accurate?
10.21019/qna-901396,Which of the following comorbid conditions should also be co-managed to prevent further disease progression in heart failure patients? (Mark all that apply.)
10.21019/qna-901397,Which of the following dual antiretroviral medication combinations is approved as a fully active antiretroviral regimen for treatment naïve patients?
10.21019/qna-901398,Which of the following is correct regarding the storage and administration of Cabenuva?
10.21019/qna-901399,Which of the following is correct regarding the preparation and administration of Apretude?
10.21019/qna-901400,A health system that serves a large population of patients with HIV has seen an increasing number of patients being admitted with opportunistic infections. The pharmacist has been tasked with identifying patients who should be started on prophylactic medications. All patients with which of the following should be included in the pharmacist’s initiative?
10.21019/qna-901401,An ambulatory care pharmacist has a collaborative practice agreement (CPA) to furnish PrEP. They would like to add Apretude to their currently existing CPA. Which of the following patients should the pharmacist add to the Apretude inclusion criteria for their CPA? I. Men who have sex with men; II. Women with multiple sexual partners; III. Transgender women with multiple sexual partners; IV. Patients in a relationship with a partner with HIV; V. Patients who use IV drugs
10.21019/qna-901402,A pharmacy informaticist is designing drug alerts that are associated with antiretroviral medications that require patient genetic testing prior to initiation. Which of the following medications should include an alert that requires the prescriber to ensure the patient has the proper genetic testing?
10.21019/qna-901403,"A patient is seen in urgent care for symptoms of worsening muscle pain that started 3 days ago, as well as darkening urine over the last 24 hours. They deny any changes to exercise or diet, but do report starting a new medication for their cholesterol 2 weeks ago. You suspect statin induced rhabdomyolysis but want to obtain blood work to confirm. Which lab should be ordered?"
10.21019/qna-901404,You receive a call from the spouse of a patient who just received a new prescription for Praluent pens in the mail. They will be administering the medication for the patient and are asking for clarification on where the medication can be injected. Which of the following are appropriate injection sites: I. Abdomen II. Upper thigh III. Buttock IV. Inner portion of the upper arm
10.21019/qna-901405,You receive a call from a physician who is considering prescribing the Repatha Pushtronex system. They are wondering how this delivery method differs from the Repatha SureClick pens. Which of the following statements is true regarding the two systems?
10.21019/qna-901406,A large health system pharmacy would like to set up a transitions of care service aimed at increasing the number of patients prescribed a statin for secondary prevention of cardiovascular disease on discharge. Patients with which of the following reason for admission would be most appropriate to target for this intervention?
10.21019/qna-901407,A community pharmacy would like to expand upon their clinical services by offering a program aimed at prevention of cardiovascular disease. The pharmacist has established a collaborative practice agreement with a local physician group that allows them to start statin therapy in their patients who qualify per the ACC/AHA 2018 guidelines. The pharmacist does not have access to full medical records but does have information on all patient drug claims from the last year. The pharmacist would be able to make the most interventions by running a report of patients aged 40-75 who have not filled a prescription for a statin and are prescribed which of the following medications?
10.21019/qna-901408,A pharmacist who provides comprehensive medication management at a local family medicine clinic would like to add lipid screening and management to their collaborative practice agreement. Which of the following patient populations would be most appropriate to start offering screening for hyperlipidemia?
10.21019/qna-901409,"A 56 year old patient presents with elevated blood pressure at the clinic. The nurse has taken the patient’s blood pressure several times over several visits, which have been consistently elevated. When the physician asks the patient about the home blood pressure values, the patient says home blood pressure has been always good. What could be the potential reason for this discrepancy?"
10.21019/qna-901410,A patient is newly prescribed with aliskiren. How should this medication be stored?
10.21019/qna-901411,A patient is currently on clonidine PO dose but is being switched to a clonidine patch. What would be the most appropriate timeframe for the patient to discontinue the oral dose assuming it has been titrated downward?
10.21019/qna-901412,You are at a health fair and providing a blood pressure screening. Which of the following activities can be included in this screening?
10.21019/qna-901413,"You are practicing as a pharmacist in a state that does not recognize pharmacists as providers. You are working very closely with a family medicine physician and manage most of her patients for hypertension. Every time you want to change the treatment regimen, you need permission from the physician. Which of the following would provide you with the highest autonomy while keeping the close working relationship with the physician?"
10.21019/qna-901414,"TR, a 40 year old person, was recently hospitalized due to failing renal function. TR was started on dialysis. The hospital discharge team restarted TR on their home medications, which include amlodipine 5mg daily, labetalol 100mg TID; spironolactone 12.5mg daily, minoxidil 2.5mg daily. Which of the following should be discontinued? (Mark all that apply)."
10.21019/qna-901415,A 72-year-old patient comes into your pharmacy inquiring if they need a second shingles vaccine after hearing their friends talking about receiving 2 doses. They report they’ve previously received 1 dose of Zostavax in 2016. Which of the following should you recommend to the patient?
10.21019/qna-901416,Which of the following is the preferred site of administration for a 3-year-old receiving Fluzone Quadrivalent?
10.21019/qna-901417,What needle length and gauge should be used in a male patient weighing 277 lbs receiving a Pneumococcal vaccination?
10.21019/qna-901418,"A 30-year-old patient walks into your pharmacy to refill their prescription for Zyban, they also ask about Prevnar 20 since they are still struggling with their smoking cessation. You review their profile and notice they received PPSV23 6 months ago. What is your recommendation to the patient?"
10.21019/qna-901419,"A patient requests their annual influenza vaccination, however in your haste you mistakenly administer the patient a pneumococcal vaccination. To whom should you report your error?"
10.21019/qna-901420,A researcher is studying transmission of rabies in bats at their laboratory for work on their dissertation. The patient is up-to-date on all of their childhood and routine vaccinations however they require an initial series of RabAvert which you initiate today. They should have their titers checked every ____ after completion of the RabAvert series to assess continuing protection.
10.21019/qna-901421,Refrigerated vaccines should be kept between _____ degrees Celsius:
10.21019/qna-901422,"RA is a 67-year-old F with a history of type 2 diabetes mellitus, COPD, and hypothyroidism who is presenting to the emergency department with shortness of breath and purulent cough concerning for community-acquired pneumonia. She is 157.5cm and 52.1kg. Vitals show BP 134/69, HR 84, Temp 100.5. On labs, Na 138, K 4.1, Cl 98, CO2 23, BUN 28, SCr 1.2, glucose 145, WBC 15.2, Hgb 11.4, Plts 245. Due to an inability to tolerate large tablets, she is discharged with Augmentin solution. You are asked to assess RA’s vaccine history. Which of the following should she be screened for? I. Zoster. II. Pneumococcal. III. Meningococcal."
10.21019/qna-901423,Which of the following is true regarding the use of antibiograms?
10.21019/qna-901424,What is the PMN cutoff for diagnosing spontaneous bacterial peritonitis based on ascites fluid studies?
10.21019/qna-901425,With which of the following solutions is trimethoprim/sulfamethoxazole compatible? I. D5W. II. D5NS. III. NS
10.21019/qna-901426,Which of the following most accurately describes the difference between rifaximin and rifampin?
10.21019/qna-901427,Which of the following statements is true regarding antibiotic stewardship programs?
10.21019/qna-901428,Which of the following is an example of technology integrated into antibiotic stewardship protocols?
10.21019/qna-901429,Which of the following statements accurately describe the activities of an infectious disease pharmacist? I. Promote optimal use of antimicrobial agents. II. Develop infection control measures. III. Educate public on infectious diseases
10.21019/qna-901430,"When administering aspirin in the setting of ACS, how should the patient be instructed to take the medication?"
10.21019/qna-901431,Which of the following medications needs to be kept in its original container?
10.21019/qna-901432,Which of the following vaccines is recommended in a patient who recently had an ST-segment elevation myocardial infarction?
10.21019/qna-901433,Which of the following medications should be avoided in a pregnant patient who has a past medical history of a myocardial infarction?
10.21019/qna-901434,Which of the following interventions is recommended for secondary prevention in a patient with a recent ST-segment elevation myocardial infarction? I. Smoking cessation II. Cardiac rehabilitation III. Physical activity
10.21019/qna-901435,NJ is a 5-year-old male who is 40-in tall and weighs 70 lb. His current serum creatinine is 0.69 mg/dL. What is NJ’s estimated glomerular filtration rate (eGFR) based on the Schwartz equation?
10.21019/qna-901436,"Patient BB is to receive cycled home parenteral nutrition over 12 hours/day. If the final concentration of amino acid in the solution is 8%, what goal rate (mL/hr) of parenteral nutrition will supply about 130 grams of protein per day?"
10.21019/qna-901437,"SC is a 76-year-old female who was recently admitted to the hospital for a myocardial infarction. The medical team is asking you to initiate Lovenox for this patient in the setting of treatment for acute ST-Segment elevated myocardial infarction. Patient’s current medications include aspirin, lisinopril, propranolol, amlodipine, furosemide, and empagliflozin. Patient is 68 inches tall and weighs 45.3kg, and her current serum creatinine is 1.93 mg/dL. What is the appropriate dose of Lovenox for this patient?"
10.21019/qna-901438,JP is a 90-year-old male who is 58-inches tall and weighs 55.2 kg. His current serum creatinine is 1.11 mg/dL. What is JP’s creatinine clearance as estimated by the Cockcroft-Gault equation?
10.21019/qna-901439,".A 67-year-old man is admitted to the hospital with abdominal swelling, weight gain, and abnormal liver function test values. Medical history is significant for cirrhosis and ascites. Medications include furosemide and propranolol. His physical examination is significant for distended abdomen with shifting dullness. Significant laboratory values include serum sodium of 123 mEq/L, international normalized ratio (INR) of 1.86, and albumin of 1.9. The most appropriate treatment to correct this patient’s hyponatremia includes which of the following?"
10.21019/qna-901440,Which of the following strategies promote safe medication use? (Select ALL that apply.)
10.21019/qna-901441,"A patient is complaining of an erection that has been increasing in pain. He states that it has been present for the last 6 hours. After a review of his medications, you notice he has been prescribed Tadalafil. He confirms that he took a dose yesterday and another today. What medical condition is he experiencing?"
10.21019/qna-901442,"While counseling a patient on the administration site of Natenzo, where would you instruct him to administer it?"
10.21019/qna-901443,How long is alprostadil urethral suppository stable for when stored outside of the refrigerator?
10.21019/qna-901444,Your institution institutes a new screening program targeting men who may be at risk of androgen misuse. Which medication has the highest risk of being misused and potentially habit forming?
10.21019/qna-901445,You receive a hospital discharge prescription for testosterone topical gel. The patient’s insurance rejects the prescription and says to try alternative formulations. Which of the following testosterone formulations would be a suitable alternative to ensure a smooth transition of care?
10.21019/qna-901446,"While working in an ambulatory care clinic, a physician asks for collaboration on a patient who is experiencing the benefits of his testosterone replacement, but does not enjoy administering it every day. He asks for your recommendation. Which of the following formulations of testosterone would ensure adherence?"
10.21019/qna-901447,"A patient comes to the pharmacy to purchase loperamide due to experiencing stomach cramping and diarrhea after eating food at a barbeque yesterday. They would like to know what is likely causing his symptoms, how would you advise?"
10.21019/qna-901448,Which of the following counseling points regarding topical capscaicin cream is correct?
10.21019/qna-901449,You are recommending a nicotine patch to aid in smoking cessation. Which of the following is an appropriate counseling point?
10.21019/qna-901450,"A patient come to your pharmacy requesting information about the OTC OraQuick HIV test kit. They inform you that they had sex with someone two weeks ago who just informed them that they tested positive for HIV. They currently deny any acute symptoms including fever, muscle aches, or fatigue. They are currently uninsured and do not want to go to a clinic to test. What would be an appropriate recommendation for this patient regarding use of the OraQuick test?"
10.21019/qna-901451,You have noticed an increasing amount of prescriptions being filled for the treatment of sexually transmitted infection (STIs) at your pharmacy. You decided to put together educational materials regarding OTC products that are available that can decrease the risk of a STI. Which of the following products should be included?
10.21019/qna-901452,"A woman who is postmenopausal asks for your help selecting a supplement that can help prevent osteoporosis. She currently takes vitamin D 800 units daily, metformin 1000 mg BID, and lisinopril 20 mg daily. Which of the following would be the best recommended doses of elemental calcium and vitamin D respectively?"
10.21019/qna-901453,A Tc-99m sodium pertechnetate syringe was prepared for immediate use at 0630. What is the BUD based on USP <825> standard guidance?
10.21019/qna-901454,What is one safety measure that should be taken when storing radiopharmaceuticals in a hospital to protect the nuclear medicine staff from radiation hazards?
10.21019/qna-901455,"Which chapter of the United States Pharmacopeia would you review for regulatory standards for compounding quality nonsterile preparations, including radiopharmaceuticals?"
10.21019/qna-901456,"Which chapter of the United States Pharmacopeia would you review for regulatory standards related to sterile compounding of all products, including radiopharmaceuticals?"
10.21019/qna-901457,"Which chapter of the United States Pharmacopeia would you review for regulatory standards for handling hazardous drugs (HDs),, including radiopharmaceuticals, where there is a risk of exposure to patients, healthcare workers, and the environment?"
10.21019/qna-901458,"Which chapter of the United States Pharmacopeia provides standards for the preparation, compounding, dispensing, and repackaging of radiopharmaceuticals, specifically?"
10.21019/qna-901459,"The medical team has consulted you for TPN on a 28 year old male with known long term alcohol use disorder. He is 6’ tall and weighs 150 lbs. The patient is expected to be in the hospital for the next 2 weeks. The pharmacy stock of TPN macronutrients includes Dextrose 10%, Amino Acid 7.5%, and 10% lipid emulsion. The dietician on the team determines that the patient requires 80 grams of protein per day. How many milliliters of the hospital’s amino acid solution will provide the patient with the required amount of protein? (round to the nearest whole number)"
10.21019/qna-901460,"What would be total calories provided by a total parenteral nutrition (TPN) mixture containing 1,200 cc D5W, 1,000 mL of 10% amino acids, 100 mL of 5% alcohol, and 300 mL of 20% fat emulsion?"
10.21019/qna-901461,Calculate the volume of sterile water for injection (SWFI) to compound the following total parenteral nutrition (TPN) order for patient MC.
10.21019/qna-901462,A 37-year-old cisgender woman who is 5 ft 3 in tall and weighs 160 lb comes to the hospital for routine check-up. Calculate the daily fluid requirement for this patient if she has no other disease condition.
10.21019/qna-901463,"If you have KCl solution for injection vials that are 10 mL and contain 5 mEq/mL of KCl, how many mLs of KCl do you need to obtain 25 mEq of potassium to make an intravenous solution?"
10.21019/qna-901464,How many milliequivalents of sodium are represented in 105 mg of sodium chloride?
10.21019/qna-901465,A prescription calls for 32 mEq of potassium acetate to be added in a 100 mL D5W I.V. bag. Potassium acetate is available as a 4 mEq/mL solution. How many milliliters of potassium acetate solution will be required to fill the prescription?
10.21019/qna-901466,Calculate the amount of dextrose (M.W = 180 g/mol) required to prepare sterile dextrose solution to provide 210 mOsm for parenteral administration.
10.21019/qna-901467,A female patient weighing 120 lb is supposed to receive 1.5 mEq of chloride ion per kg of body weight. Calculate the volume of 0.9 % sodium chloride solution that will be required to administer desired quantity of chloride to the patient.
10.21019/qna-901468,Calculate the quantity of each ingredient required to make 2 lb of the below ointment.
10.21019/qna-901469,"Using the formula given below, calculate the volume of light mineral oil in milliliters required to make 50 g of boric acid cream. (Given specific gravity of light mineral oil is 0.85; water is 1.0)"
10.21019/qna-901470,"Using the formula given below for sulfur ointment, calculate the quantity of each ingredient required to make 60 g of the sulfur ointment"
10.21019/qna-901471,"How many milliliters of each of two solutions (A and B), with specific gravities of A = 0.950 and B = 0.875, should be used to prepare 3,000 mL of a final solution having a specific gravity of 0.925?"
10.21019/qna-901472,Calculate the quantity of 5% zinc oxide cream in grams that should be mixed with 50 g of 3% zinc oxide cream to make 2% zinc oxide cream?
10.21019/qna-901473,"A patient is prescribed to receive 45 mg of ammonium chloride per kilogram of body weight. If the person weighs 154 lb, how many liters of a sterile solution of ammonium chloride, (M.W NH4Cl = 53.5 g/mol) containing 1.4 mEq/L should be administered?"
10.21019/qna-901474,"Estimate the plasma osmolality from the following data. Plasma osmolality = 2[Na+ + K+] + BUN/2.8 + glucose/18, Where, Na+ and K+ are expressed in mEq/L and BUN and glucose in mg/dL Sodium 135 mEq/L Potassium: 2.5 mEq/L Blood urea nitrogen (BUN): 24 mg/L Glucose: 90 mg/L"
10.21019/qna-901475,How many milliliters of a 50% w/w solution of lactic acid with a specific gravity of 1.21 should be used in preparing the following prescription?
10.21019/qna-901476,Hepatitis B virus vaccine inactivated with 1:2000 (w/v) of formalin. Express this ratio strength as percentage strength.
10.21019/qna-901477,"How many total food calories would be provided by a diet of 40 g of fat, 100 g of carbohydrates, and 45 g of protein?"
10.21019/qna-901478,"Nina is a 45-year-old cisgender woman who is 5 ft 5 in tall and weighs 109 kg when she comes to the clinic. Assuming she has no disease state that would alter her nutritional requirements, calculate the total parenteral nutrition (TPN) including the basal energy expenditure (BEE) for Nina."
10.21019/qna-901479,How many grams of ointment base should be used in preparing 1 lb of 2.5% benzocaine ointment from 20% benzocaine ointment?
10.21019/qna-901480,"Calculate the final percentage strength of ichthammol in the finished ointment when 20 g of 10% ichthammol ointment, 40 g of 8% ichthammol ointment, and 80 g of ointment base are mixed?"
10.21019/qna-901481,How many milliliters of a 1:5000 w/v solution of the red dye solution can be prepared using 12 mL of 10% w/v stock solution of red dye?
10.21019/qna-901482,Calculate the specific gravity of 10 pints of diluted hydrochloric acid weighing 5.7 kg.
10.21019/qna-901483,"A patient needs to take 1,000 mg of drug A every day for 3 months, thereafter to be reduced by 200 mg daily to 0 over a period of 4 weeks. Drug A is available as 200 mg tablets. How many tablets should be dispensed to the patient for a full supply?"
10.21019/qna-901484,A patient is prescribed ibuprofen orally at a dosage of 400 mg 3 times daily for 1 month. Ibuprofen tablets are available in 200 mg strength. How many tablets should be dispensed to the patient for the 1-month supply?
10.21019/qna-901485,"Each 0.01 mL of the measles, mumps, and rubella vaccine contains 200 TCID50 of the mumps virus. If the usual dose contains 20,000 TCID50 of the mumps virus, how many milliliters of vaccine will be required for 10 doses of this vaccine?"
10.21019/qna-901486,"If an adult dose of a drug is 250 mg, what will be the approximate dose for a child with a body surface area of 0.83 m2?"
10.21019/qna-901487,"Penicillin G potassium (1 million units) is available as a dry powder for injection after reconstitution with sterile water for injection (SWFI). The drug label indicates that when 9.6 mL of SWFI is added into this vial, it results in 10 mL of solution for injection. If the potency of penicillin G potassium is 1,560 units/mg, calculate the amount in milligrams of penicillin G potassium that is present in a dose of 2 mL of this reconstituted injection."
10.21019/qna-901488,Determine the creatinine clearance and loading dose of gentamicin for a 56-year-old female patient weighing 190 lb with a height of 6 ft and a serum creatinine of 1.8 mg/dL. The physician desires a loading dose of 1.5 mg/kg of ideal body weight (IBW) and a maintenance dose of 1.0 mg/kg of ideal body weight to be administered every 8 hours after the initial dose.
10.21019/qna-901489,"A prescription balance has a sensitivity requirement of 6 milligrams. Calculate the minimum weight of a powder that can be weighed on this scale with an error ±5%. To dispense 0.008 gram of the drug using this balance, the pharmacist decided to weigh 160 mg of drug and mixed it with lactose so that the total weight of the stock powder becomes 4,000 mg. Using the aliquot method, calculate the minimum weighable quantity (MWQ) of the scale and weight of the stock powder (aliquot weight) that will be required to dispense 0.008 gram of drug substance."
10.21019/qna-901490,"Temozolomide is used for a 54-year-old female patient for treating the tumor. The drug is for a 28-day regimen. The dose of the drug is 150 mg/m2/day. The patient is 6 ft and weighs 185 lb. The drug is available in capsules containing 5, 20, 100, and 250 mg of temozolomide. What combination of capsules would provide the daily dose of this drug?"
10.21019/qna-901491,A sodium pertechnetate Technetium-99m (99mTc) injection has a labeled activity of 555 Megabecquerel/mL (MBq/mL) The half-life of 99mTc is 6 hours. Calculate the volume of 99mTc injection in milliliters that will be required to provide a dose of 15 millicurie (mCi) after 5 hours of initial assay.
10.21019/qna-901492,Calculate the volume of 0.9% sodium chloride (NSS) solution that is required to prepare and dispense this below prescription isotonic. Directions: Make the solution isotonic. Dispense 30 mL. (Given: E value for fentanyl citrate = 0.11)
10.21019/qna-901493,Calculate the dissociation (i) factor for a three –ion electrolyte that is dissociating 90% in a certain concentration.
10.21019/qna-901494,"How many milligrams of potassium citrate should be used in preparing 60 mL of a potassium ion elixir so as to supply 15 mEq of K+ in a 1-teaspoonful dose? (M.W of potassium citrate = 324 g/mol, valence = 3)"
10.21019/qna-901495,A pharmaceutical oral electrolyte solution contains 20 mg% of calcium ions. Express this concentration in terms of milliequivalents per liter.
10.21019/qna-901496,A pharmacist received the following prescription: Rx Salicylic acid..............1.5% Alcohol (52% v/v) q.s. ad..............120 mL Sig: Apply daily for acne Salicylic acid is available as a stock solution 10% w/v. How many milliliters of salicylic acid stock solution should be used in filling the above prescription?
10.21019/qna-901497,"Lidocaine ointment 5% w/w is available to compound the following prescription along with lidocaine powder, calculate the percentage strength (w/w) of lidocaine in the final prescription."
10.21019/qna-901498,"A pediatric patient received 50 mL of total parenteral solution at a rate of 25 drops/min. With an infusion set that delivers 100 drops/mL of this solution, calculate the total duration of the infusion in minutes."
10.21019/qna-901499,"As per the medication order, 0.2 g of amoxicillin powder should be added in 1,000 mL of dextrose 5% in water (D5W). Using an amoxicillin injection with strength 300 mg per 2 mL, how many milliliters of the drug solution should be added to D5W bag to prepare the medication order."
10.21019/qna-901500,"Pharmaceutical biologics such as vaccines, toxoids, hormones are defined as substances that"
10.21019/qna-901502,"If 1.2 mL of a U-100 insulin vial was administered to the patient every day for 1 week, calculate the unit dose of insulin preparation injected."
10.21019/qna-901503,"Acyclovir is ordered as 10 mg/kg for an 81-year-old cisgender man (KO) who is 5""8” and weighs 125 lb. Based on the information given below, what dose (in mg) of acyclovir should KO receive? Please round the dose to the nearest 5 mg. The weight to use for dosing acyclovir is as follows: Use actual weight dose calculation if the patient is underweight. Use the ideal body weight if the patient is normal weight or overweight."
10.21019/qna-901504,"Jenna, a 40-yr-old female patient with thrombosis undergoing anticoagulant therapy, receives an I.V. drip order shown below: Heparin sodium …………………………………….15,000 units Dextrose 5% in water (D5W) ……………500 mL At how many milliliters per hour must the infusion be administered to achieve a rate of 900 units of heparin sodium per hour?"
10.21019/qna-901505,"Jenna, a 40-yr-old female patient with thrombosis undergoing anticoagulant therapy, receives an I.V. drip order shown below:"
10.21019/qna-901506,"Jenna, a 40-yr-old female patient with thrombosis undergoing anticoagulant therapy, receives an I.V. drip order shown below: Calculate the time in hours for which this I.V. bag will last."
10.21019/qna-901507,Calculate the following: The eGFR (in mL/min/1.73 m2) using the Schwartz equation for a 4-year-old male who is 5 ft 3 in with a SCr of 1.5 mg/dL is
10.21019/qna-901508,"Amoxicillin/clavulanate oral suspension contains 200 mg amoxicillin and 25 mg clavulanate per teaspoon. Dosing is based on the amoxicillin component, and the recommendation is to give 40 mg amoxicillin/kg/day in divided doses every 12 hours. If a 10-month-old weighing 21 lb needs a 14-day supply of medication, how many milliliters will be left over if two 100-mL bottles of the suspension are dispensed after the end of dosing?"
10.21019/qna-901509,"What is the calculated Creatinine Clearance (CrCl) using the Cockcroft-Gault equation for MC, a 61-year-old cisgender woman who weighs 143 lb with serum creatinine (SCr) 1.5 mg/dL? Ideal body weight (IBW) of MC = 57 kg"
10.21019/qna-901510,"Dosing recommendations for cefepime are given as follows: Creatinine Clearance (CrCl) (mL/min) Dose Cefepime 1,000 mg/day is recommended for a patient with normal renal function. What should be the recommended dose of cefepime for a 72-year-old cisgender male who is 5’6”, 61 kg, and with a Serum creatinine (SCr) of 3.1 mg/dL?"
10.21019/qna-901511,"Calculate the appropriate dose of rituximab (in mg) for Jose, who is 74” and weighs 220 lb undergoing treatment for non-Hodgkin’s lymphoma. The recommended dose of rituximab is 375 mg/m2/dose. (Hint: Use the Mosteller method)."
10.21019/qna-901513,"A 34-year-old cisgender man is to receive vancomycin 15 mg/kg I.V. every 8 hours. Vancomycin is dosed based on actual body weight, even in patients who are overweight. If vancomycin doses come in increments of 250 mg, what is a single dose for this man who is 6’5” and weighs 295 lb?"
10.21019/qna-901514,"The dose of Drug X for a patient named JC who weighs 132 lb is determined to be in direct proportion to the patient’s weight. If the daily dose of Drug X for another patient weighing 70 kg is calculated to be 1,000 mg, what should be the dose in grams for JC for 1 week of treatment?"
10.21019/qna-901515,"One box of herbal product contains 50 individual packs of this product. Each pack contains 25 g of powdered leaves, and 5 mg of the active constituents is present in each gram of this powdered product. Calculate the total amount of active ingredient present in one box."
10.21019/qna-901516,"Which of the following is the correct way to indicate that a patient is to receive 40 mg of simvastatin per day, avoiding error-prone abbreviations, symbols, and dose designations?"
10.21019/qna-901517,Which of the following is a required component of an outpatient prescription label?
10.21019/qna-901518,The following directions are written on a prescription:
10.21019/qna-901519,Which among the following is the correct way to write “apply ointment twice a day as needed for itching” using appropriate abbreviations?
10.21019/qna-901520,"To prevent error-prone dosing designations, which of the following given expression is the appropriate way to indicate “one thousand” units?"
10.21019/qna-901521,"Larry Berkowitz, a physician’s assistant, writes a prescription for a controlled drug substance. The DEA number on the prescription is MB5128931. Is this DEA number correct?"
10.21019/qna-901522,How close the experimental value is in relation to the true/actual value is called
10.21019/qna-901523,Define the capacity of a scale.
10.21019/qna-901524,Precision of experimental results can be measured by standard deviation
10.21019/qna-901525,Calculate the minimum amount that can be weighed on a balance that has a sensitivity requirement (SR) of 5 mg with 98% accuracy.
